,cr,UltimateCategory
649,简单javadoc 不要写@return,12
650,"这里给list.add(null)。
会导致当前版本的NasSDK必现crash，已知会邱歌增加保护，建议应用层代码也要做保护，list不要加null。",14
651,之前的日志级别不对，也请一起改下,10
652,右注释斜杠与注释内容之间要加空格,14
653,zhiqiande之前的日志级别不对 也请一起修改一下,10
654,空格删掉,12
655,缺少空格,12
656,return 加注释,12
657,public 放在第一位,12
658,see删除,12
659,|| 放在行首,12
660,return 删掉,12
661,return 加提示,12
662,是否可以把BackupUtils.isEmptyOrNull的结果保存起来,12
663,空的@return， 下面函数有类似问题,10
664,方法名称不是小驼峰,10
665,这个地方还有Tab,10
666,没有类说明,10
667,方法行数略微超过50行,10
668,日志级别建议修改info或debug,12
669,_ID加注释,12
670,添加描述,12
671,无用注释删掉,12
672,不要打印debug 错误日志,12
673,// 空格,4
674,有TAB键， // 后需要有空格,10
675,代码有TAB键,10
676,注释不正确,10
677,行末空格,10
678,long 用L后缀,12
679,变量名不要带下划线,10
680,方法名不能带下划线,10
681,代码层次超标,10
682,@author 没有,10
683,注释后加空格,12
684,嵌套层次,12
685,直接 append,12
686,少了author信息,10
687,多余的注释,10
688,下划线,10
689,类注释格式不规范,10
690,看到变量名不规范的，顺手修改一下，比如这边的sData，data是数据，不是时间，sDate勉强还能接受，个人不太喜欢首字母表示类型，更偏向使用dateStr这种方式，下面的dt2 命名也不好,14
691,if后面没有空格，可以选择整个类，然后使用ctrl+alt+L来格式化,14
692,//后面要空一格，修改代码时，大家都保证修改到的方法符合规范,14
693,LogUtil.e方法里本身已经加了判断error级别日志是否打开，这边if就不用再加判断了,14
694,变量名一般不要用单个字母（除for循环里索引），这里的f、i都顺手修改一下吧,14
695,for后面没有空格，格式问题统一排查,14
696,日否使用e.getMessge即可,12
697,"类的注释不规范，样例格式如下：
/**
 * 短信模块的备份与恢复操作的抽象处理类
 *
 * @author wushuangxiang 00370461
 * @since 2016-12-22
 */",14
698,参数context要有描述说明,12
699,//后面需要空一格,12
700,方法描述  跟 参数描述之间 要空一行,12
701,//后面需要空一格,12
702,无用的代码删掉,12
703,参数context要有描述,12
704,等号左边缺少空格,10
705,if 后面要有空格----可以选择所修改的代码，然后按ctrl + alt + L键，能够自动格式化,14
706,if后要有空格,12
707,注释与注释内容之间需要有个空格 后面提交的时候尽量改一下吧,14
708,注释与注释内容之间需要有一个空格,14
709,ArrayList下标访问效率更高,14
710,超过120字符,4
711,ArrayList使用顺序访问效率更高,14
712,这样注释，cmetrics工具扫描时，也会报有无用代码没有删除,10
713,之前开会定的是统一将注释放上面，如果放右边，//前面也需要空一格,14
714,魔鬼数字，以后有空改下。,10
715,是在下错了，不理解这个需求不需要海外版。,4
716,Local版本没提交，会导致OVE crash,10
717,出现异常后，日志打印级别是否应该由info级别改为ERROR,10
718,参数view 要有描述说明,12
719,方法功能描述   需要跟 下面的参数之间空一行,12
720,多余的分号,10
721,注释最好也不要超过120,12
722,修改成javadoc形式 /** **/,12
723,返回值没有说明,10
724,@version 没有强制要求，可以不用编,12
725,注释根式不对  应该为/**   且缺少参数，返回值说明,14
726,使用foreach替代,12
727,确认是否可以预估集合的大小，如果不好确认就不要给预估大小，可以进行澄清的,12
728,这种注释没有什么用途，可以去掉,14
729,这块注释跟下面对不起来,10
730,这行代码是无用代码吧，就直接new了一个,10
731,需要使用javadoc注释,12
732,命名太简单,10
733,没有else语句,10
734,时间格式不正确,10
735,使用foreach形式,12
736,方法参数超过5个,10
737,成员变量不能用//进行注释,10
738,只要有方法头注释了，方法的参数的说明及返回值说明也不能少，四级专家提的建议,10
739,缺少else,10
740,没有判断数组的大小，直接取第二个元素，最好在上面加一下注释说明,14
741,没有参数说明及返回值说明,10
742,没有意思的注释可以去掉,14
743,没有版权，连带修改的类，请忽略下面的review意见,10
744,tag没有必要设置为protected，修改时注意吮吸可能需要放下面,12
745,功能描述与参数说明之间要空一行,12
746,按照codestyle插件上建议使用基本类型就可以了,12
747,成员变量采用javadoc格式注释,12
748,注释格式不标准,10
749,删除string返回值是String的list，建议修改为根路径列表,14
750,直接传入e即可 LogUtil里面对e调用了getMessage,14
751,行末多了一个空格,10
752,超过120,4
753,方法的注释采用javadoc方式,12
754,建议添加一下方法注释,12
755,缺少参数描述,10
756,这边应该可以改为foreach语句,12
757,行末不能有空格,12
758,不要这样修改,4
759,*后少一个空格,10
760,缺少注释（除了private之外都得注释）,14
761,"e.getMessage,其他类似处请自行排查",10
762,按照专家整改意见 建议将@param和@return加一下,12
763,*号后面缺少一个空格   下面一样的，统一排查一下,10
764,成员变量用javadoc注释,12
765,缺少一个空行,12
766,"这里最好从后面的“,”处换行，如真要从“.”号换行，“.”应该在行首",12
767,“()”括号为啥又去掉了呢,4
768,不要单个字母作为变量名,12
769,GetSDMediaFileDifferParamsBean    类名加Get不是很合适,10
770,尽量改成foreach形式,12
771,public和protected需要注释。而且要放在private之后,12
772,成员变量采用javadoc方式注释   /**,12
773,成员变量采用javadoc方式注释,12
774,在.号处换行，或者拆分下语句,12
775,paramsBean也加一下描述吧，避免检视说参数没有描述,14
776,少了最后一个参数的描述,10
777,改成foreach语句,12
778,尽量使用getMessage(),12
779,成员变量使用java-doc注释（多行注释）,12
780,同上 无用的--,0
781,注释也不要超过120,12
782,在||、&&处换行,12
783,日志tag尽量使用private 应该没有必要使用protected,12
784,这一块缩进太多了,10
785,变量命名尽量不要使用单个字符，除了在for循环中的i,12
786,缺少参数，返回值描述,10
787,空行里面存在多余的空格,10
788,注释也不要超过120个字符,4
789,override建议不要有注释,12
790,魔鬼字符串,10
791,无用的--（@param fsUuid  -- StorageVolume的fsUuid）,10
792,方法注释采用javadoc方式,12
793,这个注释删掉,12
794,定义的临时变量没有使用,10
795,删除string返回值是String的list，建议修改为根路径列表,12
796,不建议使用单个字母作为变量名,12
797,缺else语句,10
798,version去掉,12
799,空行里面存在多余的空格 下面的同样道理一起修改一下,12
800,不回复多媒体数据-错别字,12
801,这边貌似是固定的，用于文件字符串解析分割，不能改成系统分隔符,10
802,成员变量采用javadoc方式注释，全量检查一下,12
803,不建议使用单个字母作为变量名，除了for循环中的i,12
804,超过120，统一排查一下,10
805,/可否改为系统的,4
806,参数，返回值缺少描述,12
807,成员变量采用javadoc注释,12
808,下面这几个变量没有修饰符public或protected,10
809,成员变量采用javadoc的方式注释,12
810,不要直接用方法名作为功能描述,10
811,考虑下使用foreach,12
812,建议使用sleepTime类似的变量名,12
813,*号不对齐,10
814,成员变量  javadoc方式注释,12
815,"@param 和函数介绍之间加一个空行，类似下面的格式

   /**
     * 中移动版本获取信息box字段
     *
     * @param vMsg 信息
     * @return box字段
     */",12
816,不要使用单个字母的命名，除了在for循环的i等,12
817,有tab键，下面一样,10
818,流的关闭是有工具类的IoUtils,12
819,修改为e.getMessage()，其他地方也自行排查下,12
820,注释格式不对,10
821,缺少参数、返回值说明,10
822,缺少参数，返回值描述,10
823,方法注释采用javadoc方式,12
824,不能用变量名作为描述说明,10
825,方法注释格式不对，采用javadoc方式,10
826,缺少参数、返回值说明，全量检查一下,10
827,注释也不要超过120,10
828,变量命名尽量不要使用单个字母,12
829,缺少空行,10
830,方法注释采用javadoc,12
831,"方法功能描述需与下面的参数描述之间空一行
paramsBean  也整体描述一下吧，不要出现@param paramsBean后面没有说明",14
832,缺少返回值说明,10
833,方法注释采用javadoc方式，下面一样的问题,12
834,按照专家意见 将@param和@return加上,12
835,"1.要么修改为private不用注释；
2.要么添加注释；",12
836,tag一般是private的,10
837,直接传入e即可 LogUtil里面对e调用了getMessage,14
838,采用foreach语句,12
839,成员变量用javadoc注释,12
840,建议long后面数字使用大写后缀L,12
841,建议修改具有业务语义的变量名，比如简单一点 dataInfoIterator,12
842,成员变量注释使用java-doc方式（多行注释方式）,12
843,缺少参数，返回值说明,10
844,变量命名尽量不要使用单个字符,10
845,"PackageInstaller.Session-->修改为 PackageInstaller的Session
sessionId sessionId-->修改为session标识吧
不然专家可能会说这个sessionId重复 或者删除这个方法的注释吧",14
846,嵌套超4层,10
847,参数，返回值缺少描述，这个类统一排查一下,10
848,需要改为foreach语句形式,12
849,这个变量命名有点疑问，buffer的大小为啥是speed_size,4
850,recordTotal = 2  这个会被工具检查出来报冗余代码未删除,10
851,魔鬼字符串，看下是加注释好还是改成静态常量,10
852,*号后面缺少一个空格,10
853,方法注释采用javadoc注释,12
854,超过120 这个类统一排查一下,10
855,使用while遍历,12
856,无用注释 删除,12
857,返回值缺少说明,10
858,不能用变量名作为参数的描述说明,10
859,"类的功能描述需与下面的作者之间空一行
同时，缺少since",10
860,方法的注释采用javadoc,12
861,tag一般是private，应该没有必要使用protected,10
862,这个建议不要修改，\n才会出现问题（如果报魔鬼数字之类的，可以增加一个private常量，例如ILLEGAL_PACKAGE_STRING之类的）,12
863,缺少参数说明，返回值说明,10
864,缺少else语句,10
865,建议方法注释使用java-doc风格 或者删除,12
866,缺少注释。,10
867,不要使用单个字母作为变量名,12
868,/要不要改为系统的,4
869,s命名不规范,10
870,不规范的变量命名。,12
871,不要以单个字母为变量名,12
872,魔鬼数字。,10
873,变量命名不规范。,10
874,方法入参uri 建议修改为具体一点，例如包的uri等，不然一眼看过去干没有添加注释或者理解为类型了,14
875,Log日志打印判断规则不一致。,10
