,cr,CrType,Sentiment,Knowledge,UltimateCategory
531,修改下实现,1,1,0,1
532,3是魔鬼数字。,1,0,0,4
533,这个修改和本单有关系？,0,0,0,7
534,此处应该是固定的枚举值吧？,1,1,0,1
535,这个注释是什么意思,1,0,0,4
536,没加判空,1,1,0,1
537,resp不会为null,1,1,0,1
538,确定是废代码就删除掉,1,1,0,1
539,这边就写appName吧,1,1,0,1
540,公共变量抽取到常量类里面去,1,1,0,1
541,放外面,1,1,0,1
542,Use StringUtils.isBlank,1,1,0,1
543,ObservableField和BaseObserver不应该同时使用,1,1,0,1
544,缓存结果,1,0,0,4
545,应该取相应的value，而且key使用常亮,1,1,0,1
546,上下文,1,0,0,4
547,性能如何，包括功耗、帧率等。最好先测试评估过了再放开，甚至可能要单独针对高端机型放开。,1,1,1,0
548,"简化为1行
 bundle.putSerializable(VodRecommendMoreActivity.EXTRA_VOD_ISHORIZONTAL, Settings.isTablet());",1,1,1,0
549,else的场景下怎么处理？,1,0,0,4
550,不能直接使用/，应该使用和操作系统无关的通用分隔符号,1,1,1,0
551,功能性的实现建议新建一个类继承BaseDialog来实现。,1,1,1,0
552,"命名与reportRcSubCatalogBi几乎一样，注释也不清晰。
改个名字，代表会上报到QQ，并且改下注释。",1,1,1,0
553,没有对url的校验，如果为null，可能会出现空指针异常,1,1,1,0
554,测试的代码不要提交,1,1,0,1
555,resp的解析仿照下其它服务器的实现,1,1,0,1
556,CP那边有弹框，这边没有，应该统一,1,1,1,0
557,代码设计不合理，多余的强转操作,1,1,0,1
558,why?,0,0,0,7
559,用traceID字段，不需要再次生成,1,1,1,0
560,版本号+1,1,1,0,1
561,字符串抽取,1,1,0,1
562,可以使用170行定义的tmp变量的赋值。无效重复转换。,1,1,0,1
563,测试代码，请还原,1,1,0,1
564,测试代码应该删除,1,1,0,1
565,采用公共周期变量,1,1,0,1
566,layoutParams为空直接返回就可以了。setLayoutParams和获取imageLayoutParams都不需要调用。,1,1,1,0
567,已改,1,0,0,4
568,注释跟实际不匹配,1,1,0,1
569,log用我们自己的包,1,1,1,0
570,代码格式化,1,1,0,1
571,不要通过注释删除无用代码,1,1,0,1
572,"语义变了, 请确认是否有问题",1,1,0,1
573,确认无功能影响?,1,1,0,1
574,mTitleName取值并非来自intent，为何要依赖intent,1,0,0,4
575,注意下命名,1,0,0,4
576,确认下国内和海外的货币展示是否还保持原样？或者都统一使用海外的实现,1,1,1,0
577,无用代码直接删除,1,1,0,1
578,字符串定义成常量比较好,1,1,0,1
579,这边不需要这么复杂的逻辑，开个线程处理DB，然后主线程更新视图即可。,1,1,1,0
580,资源使用统一前缀，其他地方也检查一下,1,1,1,0
581,使用com.huawei.browser.log.logger,1,1,1,0
582,一个类内部是否添加m前缀，保存一致。,1,1,1,0
583,公共方法抽取到公共类里面去,1,1,1,0
584,vod != null  打日志可以放到下面的else里面。,1,1,0,1
585,为什么去掉鉴权。应该要检查是否有read权限,1,1,0,1
586,命名不对，应该是isUrlValid，返回true表示是合法的,1,1,0,1
587,判断histen多声道的逻辑不要放到PlayerCore这一层，这一层应该只提供设置参数的能力，判断逻辑交给上层。,1,1,1,0
588,IAware不是Aware,1,1,0,1
589,方法名和属性名不一致,1,1,0,1
590,颜色定义必须放到colors中,1,1,1,0
591,注释跟上面代码之间增加1个空行,1,1,0,1
592,onBindView实时判断会影响性能,1,0,1,2
593,日志级别不对，应使用info,1,1,0,1
594,抽取出来定义为常量。,1,1,0,1
595,不用外部传,1,0,0,4
596,"最好还是先get，然后判断是否为null,再进行设值操作~",1,1,1,0
597,"1. 抽方法降圈复杂度
2.  CatalogBean catalogBean = list.get(position); 越界风险",1,1,1,0
598,SystemClock.esa..,0,0,0,7
599,命名不合理，这里不仅是播放广告,1,0,1,2
600,注意混淆的问题,1,0,0,4
601,需要加密，后期整改,1,1,1,0
602,默认应该是null，不需要额外设置为null,1,1,0,1
603,playercore_error_media_service_available该字符串有多语言翻译，而ErrorCode却写死为英文,1,1,1,0
604,onlineResponse.getPosition()使用多次，建议定义局部变量,1,1,1,0
605,这些URL  确定没有地方使用到了是吧,1,0,0,4
606,色值抽取成color统一管理,1,1,0,1
607,增加类型为2的校验int,1,1,0,1
608,我看有的地方增加了类型判断，这里不需要么？,1,1,0,1
609,风格要统一，成员变量前面是否加m,1,1,0,1
610,不使用静态import,1,1,0,1
611,"1.圆角矩形半径确认下是否需要100dp这么大
2.四个角半径一样可以用同一个属性radius设置",1,1,1,0
612,色值抽取成color统一管理,1,1,0,1
613,就放在fragment里啊，这个要复用吗？,1,1,0,1
614,import 顺序,1,0,0,4
615,色值字符串抽取,1,1,0,1
616,注释问题,1,0,0,4
617,去掉,1,1,0,1
618,这个地方不应该直接依赖于空界面显示逻辑;而应该直接依赖于数据是否为空,1,1,1,0
619,删除,1,1,0,1
620,这个OrderExtraInfo建议删掉,1,1,0,1
621,使用工程中的sha256算法。,1,1,1,0
622,这个注意所有分支都要处理,1,1,0,1
623,色值抽取成color统一管理,1,1,0,1
624,色值抽取,1,1,0,1
625,这里数据在接口返回后进行了处理，一定非空。参见RecmVodConvertToContent.java,1,1,1,0
626,变量没有初始化？？,1,0,0,4
627,非空校验,1,1,0,1
628,缺少文件头注释,1,1,0,1
629,"添加本地歌单的情况下，会回调两次onSuccess。
上面的if分支里可以只处理id，替换为本地歌单id",1,1,1,0
630,强转类型判断,1,0,0,4
631,"com.huawei.ott.utils.AppTypeUtils#isSystemApp
使用工具类方法判断是否是系统应用",1,1,1,0
632,调用者不需要关注是否有优惠券，购买的接口判断优惠券的情况进行处理,1,1,1,0
633,不用的代码请删除,1,1,0,1
634,考虑下该功能的实现位置,1,0,0,4
635,"这个应该是resultCode, 驼峰命名",1,1,0,1
636,命名不对,1,0,0,4
637,这个为啥叫RemoteProduce ？,1,0,0,4
638,这个判空多余,1,1,0,1
639,放在onCreate,1,1,0,1
640,带有位移动画的TextView,1,1,1,0
641,"这个函数放到util中，不放到adapter中。这个判断可以在getViewPagerOffsetPX中调用
和这个判断有什么区别？A_CodeSnippet",1,1,1,0
642,使用Log.i,1,1,0,1
643,成员变量命名不规范,1,0,0,4
644,"为空则说明view尚未初始化，应该做一个已经登录成功的标记。
在initView里直接调用查询",1,1,1,0
645,这个空判断无意义,1,1,0,1
646,此处代码可以挪到  if (thirdSpId.equals(itemId.get(index)))里面,1,1,0,1
647,空指针,1,1,0,1
648,方法的注释需要添加一下,1,1,0,1
649,不要打印userid,1,1,0,1
650,不要打印hwuid，或者匿名化打印,1,1,0,1
651,删除该段日志打印。,1,1,0,1
652,增加getResources的判空,1,1,0,1
653,是否需要单独分配资源？包括哪些资源？,1,0,1,2
654,"实现过于啰嗦，可以改为
可以iA_CodeSnippet",1,1,0,1
655,多余的三元表达式,1,1,0,1
656,"1. get(0)可能数组越界，先判断list大小
2. 没必要调用2遍方法",1,1,1,0
657,公共方法，需要对入参做判断，null时会报空指针,1,1,1,0
658,公共的实现放到基类处理，子类只需要拼装data即可,1,1,1,0
659,activity最好不要定义成全局的，使用一次或者方法中进行传递比较好。否则需要提供置空的方法，不然会容易内存泄露,1,1,1,0
660,"这个入参应该是CPOrderParam,其它几个方法也有类似问题",1,1,1,0
661,注释需要有意义,1,1,0,1
662,这个方法是什么时候调用 有没有测试 这个时候 Account里面的值是否有,1,1,0,1
663,不对,1,0,0,4
664,判空不应该去掉,1,1,0,1
665,日志级别不对,1,0,0,4
666,此处使用getCommonInfo比较好,1,1,0,1
667,色值字符串抽取,1,1,0,1
668,格式化,1,1,0,1
669,import顺序,1,0,0,4
670,调用super,1,1,0,1
671,ArrayUtils有工具类，防止数组越界,1,1,1,0
672,没有必要对文件下的目录进行递归查找,1,1,1,0
673,放到工具类或者VodInfo中,1,1,1,0
674,加一下判空,1,1,0,1
675,不用加1=1,1,1,0,1
676,方法里只有一次数据库调用，不需要加事务。下面都是一样的,1,1,1,0
677,有正则校验了 没有必要在判断文件是否已txt结尾,1,1,1,0
678,"调试日志不能上库,该打点与PlayEventKey无关,不应该加在这里",1,1,1,0
679,命名vodinfo i要大写,1,1,1,0
680,含义不明,1,0,0,4
681,既然是单例模式，为什么和src/main/java/com/dbank/app/common/AesFactoryBuilder.java中的实现一样？,1,0,0,4
682,建议反过来写，为空，写个warn日志出来。不为空，解析,1,1,0,1
683,这个return没有意义,1,1,0,1
684,确认下透明度设置在没有背景的TextView上是否有意义,1,1,1,0
685,变量定义时即可初始化,1,1,1,0
686,逻辑有问题，如果是空，才需要继续取值,1,1,1,0
687,命名i要大写,1,1,1,0
688,catch了又不处理？,1,1,0,1
689,这个错误码与ST失效的错误码冲突了，建议ST失效使用14,1,1,1,0
690,停用与删除功能要不要放开？,1,1,0,1
691,不用加1=1,1,1,1,0
692,"Left-->Start,Right-->End,统一排查",1,1,0,1
693,日志打印不允许出现中文，用英文描述,1,1,1,0
694,命名规则要保持一致，加m,1,1,1,0
695,mVodInfo判空,1,1,0,1
696,小写,1,1,0,1
697,修改为match,1,1,0,1
698,这个判断没有必要 因为在sql中已经判断了,1,1,1,0
699,类型转换前要先instanseof判断,1,1,0,1
700,使用${project.version},1,1,1,0
701,使用工具方法ArrayUtils#getArrayElement，防止数组越界,1,1,1,0
702,executer需要关闭,1,1,0,1
703,left--->start,1,1,0,1
704,多处使用，可以抽公共方法,1,1,1,0
705,小写,1,1,0,1
706,删除,1,1,0,1
707,有工具方法，方法数组越界 modifyIntArrayValue,1,1,1,0
708,尽量使用传入fragment或activity的加载方法，防止出现OOM,1,1,1,0
709,命名,1,0,0,4
710,"抛出异常时，单例就生成失败了，既然使用null来初始化？
建议使用通过bean加载来实现单例模式，自己实现时要考虑多线程。",1,1,1,0
711,支持ST失效判断功能建议暴露一个函数，VERSION为4,1,1,1,0
712,mVodInfo判空,1,1,0,1
713,一行代码就够了  return mVodInfo == null ? 0 : mVodInfo.getPayType();,1,1,0,1
714,应该是隐私声明签署错误吧？,1,1,1,0
715,透明度加在文字颜色上是否更合理,1,1,1,0
716,版本号 8.0.7.1,1,1,0,1
717,"mPlayCheckStatus 可能有空指针
另外鉴权结果的默认值就是fail，可能出现还没有鉴权完成就满足了判断条件",1,1,1,0
718,这个方法不是很合理，应该返回格式化后的文本即可，不应该对textView进行设置操作,1,1,1,0
719,写错了,1,0,0,4
720,"如果数据异常,应该传字符串本身,便于定位",1,1,1,0
721,这个应该放到资源dimen中进行定义,1,1,1,0
722,"1. 内部广播即可，networkstartup里有
2. 应该在onError里做相关页面错误处理。",1,1,1,0
723,确认下字体大小是否需要随系统设置字体大小变化而变化,1,1,1,0
724,注意变量名,1,0,0,4
725,不需要通过this访问变量,1,1,1,0
726,建议使用int,1,1,0,1
727,代码风格,1,0,0,4
728,Weather用错,1,0,0,4
729,"title需要满足: 单行居中, 多行左对齐",1,1,1,0
730,import排序不符合项目规范,1,0,0,4
731,getTag要校验类型,1,1,1,0
732,不符,1,0,0,4
733,为什么代码中这么多TODO？没用的去掉。,1,1,0,1
734,不符,1,0,0,4
735,查询小红点的逻辑里已经处理，这里多余吧，而且卡主线程,1,1,1,0
736,没有return!!!,1,1,0,1
737,接口定义的入参太多了,1,0,1,2
738,购买记录原来应该有定义过对应的模块，放到一起,1,1,1,0
739,魔鬼数字,1,0,0,4
740,"is Execute required? Can you confirm.
(Also require to test this before checkin)",0,0,0,7
741,这个异常信息最好打印一下,1,1,0,1
742,关注下break操作,1,1,0,1
743,"1.AggregationPlayHistory.SHORT_VIDEO和SHORT_VIDEO是一样的；
2.此处应该是比较AggregationPlayHistory.SHORT_VIDEO吧",1,1,1,0
744,加空格,1,1,0,1
745,这里的50，还有上面的100，抽个常量出来。为何定这么长延迟？,1,1,0,1
746,单词拼写,1,1,0,1
747,是否需要默认选中,1,0,0,4
748,分号放在java代码去拼,1,1,0,1
749,变量命名 不符合规范,1,1,0,1
750,默认应该是三次,1,1,0,1
751,这个方法不会走到，确认下逻辑,1,1,0,1
752,使用viewUtil,1,1,1,0
753,需要添加类型,1,1,0,1
754,Magic String,1,0,0,4
755,同意协议上报失败，下次应该继续弹出协议框,1,1,1,0
756,建议放到ChromeLauncherActivity,1,1,1,0
757,注意重复代码,1,0,0,4
758,整体建议封装一个方法,1,1,0,1
759,这个方法的判断容易产生误解,1,0,0,4
760,不需要这个配置,1,1,0,1
761,这个方法用的地方很多吗? 有没有必要专门为这一个方法搞一个util啊,0,0,0,7
762,注释,1,0,0,4
763,无文件头,1,0,0,4
764,A class which only has private constructors should be final,0,0,0,7
765,请求网络的才加,1,0,1,2
766,盒子支付没有上报，去掉无用代码,1,1,1,0
767,不允许加到这里,1,0,0,4
768,拆成两个方法,1,1,0,1
769,拉起入口的修改需要与外部联调，例如桌面、图库拉起视频,1,1,1,0
770,这个最后的||是什么含义？,1,0,0,4
771,对于非回收站版本的图库，如果querypage时，服务端在多批请求返回时有albumId相同、hash相同的记录，老图库会插入失败，此时判断bulkInsert失败，不能退出整个同步，否则云端相册入口会无法显示,1,1,1,0
772,使用int,1,1,0,1
773,else不需要设置原有的BOOKMARK_TYPE_VOD？,1,1,0,1
774,检查一下是否可能存在XXE,1,1,0,1
775,这个类可以删掉了，外部直接使用Param进行build,1,1,1,0
776,未判空，可能存在空指针,1,0,0,4
777,这里会频繁打日志。,1,0,0,4
778,不符,1,0,0,4
779,又是||又是&&，逻辑不清楚,1,0,0,4
780,"System.out.println(resultType.toString())
这样也不合理，这块代码暂时没有用到，之前是从IRecord record = new RecordImpl();开始注释的，现在先把private void handleRsp()这个方法的逻辑都注释掉。",1,1,1,0
781,不需要再定义变量,1,0,0,4
782,关注下为空的判断,1,1,0,1
783,循环中打印debug的日志即可,1,1,0,1
784,赋值给变量前，不能直接强转，要以Object接受。判空传默认值8,1,1,1,0
785,整个方法的复杂度比较高，建议进行整理,1,0,0,4
786,"如果主要使用场景是异步, 那么建议线程的使用直接放到loadXxx方法本身",1,1,1,0
787,不要命名HVS，后续不对接HVS,1,1,1,0
788,注释格式不对,1,0,0,4
789,抽个常量出来,1,1,0,1
790,确认下历史上我们有三种加密方式,1,1,1,0
791,魔鬼数字,1,0,0,4
792,多余的次数判断,1,1,0,1
793,FFVPlayerServer 是jni调用，包名修改需要同步修改native的包名,1,1,1,0
794,这个需要捕获异常，并记录日志,1,1,0,1
795,可以直接定义成long，避免转换,1,1,0,1
796,不需要成员变量,1,1,0,1
797,如果要增加判空处理，需要将stat的设置等相关操作包含进去,1,1,1,0
798,如果要增加判空处理，需要将stat的设置等相关操作包含进去,1,1,1,0
799,这里不要修改翻译部的格式,1,1,1,0
800,"这个接口没有存在的必要, 复杂化了",1,0,0,4
801,Handler没有在ondestory时释放，可能导致内存泄露,1,0,1,2
802,这两个异常的场景下voucherExpireTimeText怎么处理,1,0,0,4
803,不建议Presenter使用LifeCycle命名,1,0,0,4
804,冗余代码,1,0,0,4
805,失败区分下有网络 无网络等给不同的提示,1,1,1,0
806,日志级别,1,0,0,4
807,改成静态方法再调用，没必要在这频繁的new 临时变量,1,1,1,0
808,不要放到core这个包下,1,0,0,4
809,不要放到core这个包下,1,0,0,4
810,空指针问题,1,1,0,1
811,该判断和displayHiadNumIsNotZero有重复,1,1,0,1
